artwork,artwork - UNIT,artwork - UNIQUE_KEY,artwork - IMG_DIRECT_ACCESS,artwork - DISPLAY_DENOMINATION,artwork - DISPLAY_LIEU_CONSERV,artwork - TITRE,artwork - HAUTEUR,artwork - DISPLAY_MATIERE,artwork - DISPLAY_PERSONNE_AUTEUR,artwork - DISPLAY_ROLE_AUTEUR,artwork - LARGEUR,artwork - DISPLAY_TECHNIQUE
"
  ",centimètre,254951,folder_0001/folder_0001/folder_0004/folder_0228/elem_0072/1139villa_low.jpg,sculpture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Vierge à l'Enfant aux candélabres,82,plâtre,Rossellino - Antonio - sculpteur - 1427 - 1479 - 1427 - 1479,d'après,60,moulé/vernis/patiné
"
  ",centimètre,254547,folder_0001/folder_0001/folder_0004/folder_0213/elem_0236/3364_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",mètre,229112,folder_0001/folder_0001/folder_0004/folder_0151/elem_0102/FR75_0060_MUS_229112_0267_low.jpg,arme européenne,Fondation des artistes,Épée,,acier/or,,,,
"
  ",centimètre,251792,folder_0001/folder_0001/folder_0004/folder_0240/elem_0220/567villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Secrétaire abattant,106,bois/bronze/marbre blanc,Anonyme,de,60,
"
  ",centimètre,251802,folder_0001/folder_0001/folder_0004/folder_0241/elem_0018/211villa_3_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Table de salon circulaire,76,bois/marbre/bronze,Kintz - Georges - ébéniste,de,42,
"
  ",centimètre,251772,folder_0001/folder_0001/folder_0004/folder_0240/elem_0187/2151villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Commode peinte,98,bois,Anonyme,de,127,
"
  ",centimètre,254708,folder_0001/folder_0001/folder_0004/folder_0214/elem_0141/5131_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Coquetier,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251303,folder_0001/folder_0001/folder_0004/folder_0214/elem_0083/3382_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « unie »,"2,8",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,251365,folder_0001/folder_0001/folder_0004/folder_0214/elem_0177/5127_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,"3,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"19,5",
"
  ",centimètre,254709,folder_0001/folder_0001/folder_0004/folder_0222/elem_0194/3251_Villa_2_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251715,folder_0001/folder_0001/folder_0005/folder_0024/elem_0106/1467a1476villa_4_low.jpg,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Panneaux arabesques avec amours musiciens en camaïeu montés en portes 18e,140,toile,Anonyme,de,50,peinture à l'huile
"
  ",centimètre,251282,folder_0001/folder_0001/folder_0004/folder_0214/elem_0049/3352_Villa_2_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,251348,folder_0001/folder_0001/folder_0004/folder_0214/elem_0148/4911_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Coquetier,"4,6",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251407,folder_0001/folder_0001/folder_0004/folder_0214/elem_0242/2682_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Salière « double »,"3,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"6,8",
"
  ",centimètre,251469,folder_0001/folder_0001/folder_0004/folder_0221/elem_0018/3264_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251567,folder_0001/folder_0001/folder_0004/folder_0221/elem_0200/2688_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Compotier « coquille »,17,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"18,3",
"
  ",centimètre,254579,folder_0001/folder_0001/folder_0004/folder_0221/elem_0194/4924_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Quatre compotiers « carrés » dépourvus de marques peintes,"4,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",mètre,229362,folder_0001/folder_0001/folder_0004/folder_0137/elem_0244/FR75_0060_MUS_229362_0148_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,,,,,
"
  ",centimètre,251395,folder_0001/folder_0001/folder_0004/folder_0214/elem_0222/4914_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Plateau de pot « a Oglio »,8,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,38,
"
  ",centimètre,251441,folder_0001/folder_0001/folder_0004/folder_0215/elem_0047/5275_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,"8,1",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251536,folder_0001/folder_0001/folder_0004/folder_0220/elem_0236/3291_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Quatre tasses à glace,"6,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,254581,folder_0001/folder_0001/folder_0004/folder_0221/elem_0200/2688_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Quatre compotiers « coquille » datés de 1765,17,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"18,3",
"
  ",centimètre,251510,folder_0001/folder_0001/folder_0004/folder_0221/elem_0094/4937_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Assiette « à feuilles-de-choux », datée de 1765 et décorée par Philippe Parpette","2,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251529,folder_0001/folder_0001/folder_0004/folder_0221/elem_0132/3236_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,"2,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251417,folder_0001/folder_0001/folder_0004/folder_0215/elem_0009/5322_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à jus »,"7,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251433,folder_0001/folder_0001/folder_0004/folder_0215/elem_0031/5169_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Fromager,"6,7",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,251450,folder_0001/folder_0001/folder_0004/folder_0220/elem_0222/3301_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,"6,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251546,folder_0001/folder_0001/folder_0004/folder_0221/elem_0164/3206_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,"2,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251776,folder_0001/folder_0001/folder_0004/folder_0240/elem_0197/1569Veran_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Commode demi-lune,95,bois/marbre,Bonzanigo - Giuseppe Maria - ébéniste - 1745 - 1820 - 1745 - 1820,attribué à,133,
"
  ",centimètre,251662,folder_0001/folder_0001/folder_0004/folder_0222/elem_0089/5030_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à pommade »,"6,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,250783,folder_0001/folder_0001/folder_0004/folder_0202/elem_0156/4903_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Gobelet ""à la Reine""","7,3",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,250799,folder_0001/folder_0001/folder_0004/folder_0202/elem_0181/4733_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Plateau ""en porte-huillier""","4,9",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,"13,8",
"
  ",centimètre,251482,folder_0001/folder_0001/folder_0004/folder_0221/elem_0042/3257_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251537,folder_0001/folder_0001/folder_0004/folder_0221/elem_0146/3243_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Une assiette « à feuilles-de-choux »,"2,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251543,folder_0001/folder_0001/folder_0004/folder_0221/elem_0158/3229_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,"2,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251729,folder_0001/folder_0001/folder_0004/folder_0240/elem_0122/1826Veran_low.JPG,sculpture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Vestale à la corbeille de fleurs,33,terre cuite,Marin - Joseph-Charles - sculpteur - 15 juin 1759 - 18 septembre 1834 - 15 juin 1759 - 18 septembre 1834 - Marin - Joseph Charles,de,15,
"
  ",centimètre,251733,folder_0001/folder_0001/folder_0004/folder_0240/elem_0129/2202Veran_low.JPG,sculpture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Le Triomphe de Galatée,33,terre cuite,Clodion - sculpteur - 20 décembre 1738 - 28 mars 1814 - 20 décembre 1738 - 28 mars 1814 - Michel - Claude,d'après,147,
"
  ",centimètre,232175,folder_0001/folder_0001/folder_0004/folder_0151/elem_0224/FR75_0060_MUS_232175_0318_low.jpg,objet d'art européen,Département des objets d'art du musée du Louvre (Paris),Assiette en faïence,4,faïence,,,,
"
  ",centimètre,250953,folder_0001/folder_0001/folder_0004/folder_0203/elem_0186/1269_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à lait,"10,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"7,5",
"
  ",centimètre,250956,folder_0001/folder_0001/folder_0004/folder_0203/elem_0194/4858_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre « Calabre »,6,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,250838,folder_0001/folder_0001/folder_0004/folder_0239/elem_0226/1247_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Plateau « Corbeille Triangle a Jours »,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,250860,folder_0001/folder_0001/folder_0004/folder_0203/elem_0022/3455_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Gobelet ""litron""","4,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251352,folder_0001/folder_0001/folder_0004/folder_0214/elem_0156/5112_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Seau à verre « crénelé »,"12,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"20,2",
"
  ",centimètre,251391,folder_0001/folder_0001/folder_0004/folder_0214/elem_0212/5011_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Sucrier de « Monsieur le Premier »,"10,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"15,5",
"
  ",centimètre,251404,folder_0001/folder_0001/folder_0004/folder_0214/elem_0238/5283_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Salière « triple »,9,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251487,folder_0001/folder_0001/folder_0004/folder_0221/elem_0052/3269_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251488,folder_0001/folder_0001/folder_0004/folder_0221/elem_0054/3270_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251545,folder_0001/folder_0001/folder_0004/folder_0221/elem_0162/4945_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,"3,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,250988,folder_0001/folder_0001/folder_0004/folder_0203/elem_0235/4977_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre « Hébert »,9,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251142,folder_0001/folder_0001/folder_0004/folder_0213/elem_0069/1936_1937_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,"2,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251864,folder_0001/folder_0001/folder_0004/folder_0241/elem_0091/2158villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Fauteuil d’enfant,65,bois/tissu,Anonyme,de,42,
"
  ",centimètre,251161,folder_0001/folder_0001/folder_0004/folder_0213/elem_0099/5155_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à lait « à trois pieds »,"7,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"6,5",
"
  ",centimètre,251275,folder_0001/folder_0001/folder_0004/folder_0214/elem_0030/3345_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,251287,folder_0001/folder_0001/folder_0004/folder_0214/elem_0058/3362_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,250839,folder_0001/folder_0001/folder_0004/folder_0239/elem_0228/1259_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « Hébert »,"5,4",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",mètre,254541,folder_0001/folder_0001/folder_0005/folder_0246/elem_0217/FR75_0060_MUS_254541_0386_low.jpg,objet d'art oriental,Fondation des artistes,Brûle-parfum sur trois pieds à couvercle ajouré,"0,145",bronze,,,,
"
  ",centimètre,251937,folder_0001/folder_0001/folder_0004/folder_0242/elem_0024/3953villa_6_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pendule d’époque Louis XV en biscuit de Sèvres bleu et blanc,40,bronze/marbre/porcelaine/émaillé,Berthoud - Ferdinand - horloger - 1727 - 1807 - 1727 - 1807,de,24,
"
  ",centimètre,251947,folder_0001/folder_0001/folder_0004/folder_0242/elem_0033/179villa_3_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Candélabre représentant une sirène à deux bras,34,bronze/marbre,Anonyme,de,18,
"
  ",centimètre,232198,folder_0001/folder_0001/folder_0004/folder_0167/elem_0222/OA_7603_low.jpg,objet d'art oriental,Département des arts de l'Islam du musée du Louvre (Paris),Taro en faïence,50,faïence,,,,
"
  ",centimètre,251408,folder_0001/folder_0001/folder_0004/folder_0214/elem_0244/2681_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Salière « double »,"3,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"6,8",
"
  ",centimètre,251892,folder_0001/folder_0001/folder_0004/folder_0241/elem_0123/2175villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tabouret,48,bois,Anonyme,de,45,sculpture/peinture
"
  ",centimètre,251899,folder_0001/folder_0001/folder_0004/folder_0241/elem_0137/1782villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Écran de cheminée,111,bois,Anonyme,de,65,peinture
"
  ",centimètre,251913,folder_0001/folder_0001/folder_0004/folder_0241/elem_0169/1485villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Paravent en Savonnerie en trois feuilles,137,bois/damas/tissu,Desportes - Alexandre François - peintre - 1661 - 1743 - 1661 - 1743,attribué à,64,
"
  ",mètre,229744,folder_0001/folder_0001/folder_0004/folder_0138/elem_0068/FR75_0060_MUS_229744_0094_low.jpg,arme orientale,Fondation des artistes,Petit sabre japonais,,,,,,
"
  ",centimètre,250784,folder_0001/folder_0001/folder_0004/folder_0240/elem_0079/4909_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Pot à sucre ""du Roy""","5,3",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,251848,folder_0001/folder_0001/folder_0005/folder_0014/elem_0181/2908a2913_mtnsalle5_villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Six Fauteuils à médaillons,88,bois,Delaunay - Jean-Baptiste - menuisier - Avril 1778 - Avril 1778,de,62,doré
"
  ",mètre,229794,folder_0001/folder_0001/folder_0004/folder_0138/elem_0108/FR75_0060_MUS_229794_0227_low.jpg,verrière,Fondation des artistes,L'atelier d'un verrier,"0,05",vitrail/polychrome,Anonyme allemand - peintre-verrier - XVIIe siècle,de,"0,10",
"
  ",centimètre,250785,folder_0001/folder_0001/folder_0004/folder_0202/elem_0157/4994_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Soucoupe de gobelet ""litron""","3,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251362,folder_0001/folder_0001/folder_0004/folder_0214/elem_0171/5129_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Salière « triple »,"8,6",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251371,folder_0001/folder_0001/folder_0004/folder_0214/elem_0183/3406_Villa_2_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Saladier,7,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",mètre,229173,folder_0001/folder_0001/folder_0004/folder_0137/elem_0161/FR75_0060_MUS_229173_0047_low.jpg,arme européenne,Fondation des artistes,Épée de chasse,,,,,,
"
  ",mètre,229200,folder_0001/folder_0001/folder_0004/folder_0180/elem_0094/R_904_1_low.jpg,arme orientale,Département des arts de l'Islam du musée du Louvre (Paris),Poignard Kard,,,,,,
"
  ",centimètre,251374,folder_0001/folder_0001/folder_0004/folder_0239/elem_0219/4878_Villa_2_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Coquetier,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251659,folder_0001/folder_0001/folder_0004/folder_0222/elem_0083/4892_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à tabac »,"13,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251159,folder_0001/folder_0001/folder_0004/folder_0213/elem_0096/5193_5194_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,"5,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251283,folder_0001/folder_0001/folder_0004/folder_0214/elem_0050/3353_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,232193,folder_0001/folder_0001/folder_0004/folder_0138/elem_0031/FR75_0060_MUS_229466_0187_low.jpg,objet d'art européen,Fondation des artistes,Médaillon : buste de femme en fort relief,,terre cuite,,,,émaillé
"
  ",centimètre,250897,folder_0001/folder_0001/folder_0004/folder_0203/elem_0085/4897_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Gobelet ""litron""","4,5",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
"
  ",centimètre,251375,folder_0001/folder_0001/folder_0004/folder_0239/elem_0221/4879_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Coquetier,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251926,folder_0001/folder_0001/folder_0004/folder_0241/elem_0228/171villa_2_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Pendule à sujet, jeune fille et cage à oiseau",38,bronze/marbre blanc,Anonyme,de,34,
"
  ",centimètre,251928,folder_0001/folder_0001/folder_0004/folder_0241/elem_0237/2925Fernandez_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pendule en biscuit : Orphée jouant de la harpe,39,porcelaine,Anonyme,de,45,
"
  ",centimètre,251930,folder_0001/folder_0001/folder_0004/folder_0241/elem_0242/1784marine_2_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pendule à l’éléphant,38,bronze,Caffieri - Jacques - sculpteur - 1678 - 1755 - 1678 - 1755,attribué à,32,
"
  ",centimètre,251547,folder_0001/folder_0001/folder_0004/folder_0222/elem_0199/4948_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,"3,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251808,folder_0001/folder_0001/folder_0004/folder_0241/elem_0040/800villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Meuble d’encoignure,90,bois/marbre/bronze,Anonyme,de,52,
"
  ",centimètre,251810,folder_0001/folder_0001/folder_0004/folder_0241/elem_0043/2153villa_low.JPG,meuble domestique,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Table de chevet,57,bois,Anonyme,de,37,
"
  ",centimètre,253628,folder_0001/folder_0001/folder_0004/folder_0167/elem_0232/OA_7528_low.jpg,objet d'art oriental,Département des arts de l'Islam du musée du Louvre (Paris),Bassin oriental en cuivre gravé,,cuivre,,,,
"
  ",centimètre,251324,folder_0001/folder_0001/folder_0004/folder_0214/elem_0114/5024-2025-5026_5027_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Salière « carrée »,"2,2",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,"3,6",
"
  ",centimètre,251331,folder_0001/folder_0001/folder_0004/folder_0214/elem_0123/1278_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,"6,3",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,"7,3",
"
  ",centimètre,251338,folder_0001/folder_0001/folder_0004/folder_0214/elem_0132/5250_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,5,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"6,9",
"
  ",centimètre,251363,folder_0001/folder_0001/folder_0004/folder_0214/elem_0175/5126_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,"6,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251364,folder_0001/folder_0001/folder_0004/folder_0214/elem_0173/5128_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,"3,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"19,5",
"
  ",centimètre,250903,folder_0001/folder_0001/folder_0004/folder_0203/elem_0092/4774_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,"2,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",centimètre,251369,folder_0001/folder_0001/folder_0004/folder_0214/elem_0179/1952_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Coquetier,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
