artwork - UNIQUE_KEY,artwork - IMG_DIRECT_ACCESS,artwork - DISPLAY_DENOMINATION,artwork - URL,artwork - DISPLAY_LIEU_CONSERV,artwork - TITRE,artwork - DISPLAY_DATE_EXE_TXT,artwork - HAUTEUR,artwork - DISPLAY_MATIERE,artwork - DISPLAY_PERSONNE_AUTEUR,artwork - DISPLAY_ROLE_AUTEUR,artwork - LARGEUR,artwork - DISPLAY_TECHNIQUE
251634,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0043/5448_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251634,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse « à toilette »,1760,"3,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251243,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0194/1930_1931_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251243,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,1791,"4,4",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251785,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0005/folder_0014/elem_0126/474Veran.bmp,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251785,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Bureau dos d’âne en laque rouge,18e siècle,99,bois/bronze,Anonyme,de,104,
251798,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0247/1811villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251798,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Table à jeux et Tric-Trac,18e siècle,75,bois/bronze/laiton,Garnier - Pierre - ébéniste,de,115,
251730,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0005/folder_0014/elem_0044/2196-2197Veran_1_low.JPG,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003251730,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Le saute-mouton et le cerceau,1775,16,terre cuite,Gerard - Antoine François - sculpteur - 1760 - 1843 - 1760 - 1843 - Actif à Paris au XVIIIe et XIXe siècles - Gérard - A. F.,attribué à,37,
251257,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0248/4998_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251257,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,1752 - 1753,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251773,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0189/2150villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251773,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Commode,18e siècle,91,bois,Anonyme,de,128,
251731,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0124/1827Veran_low.JPG,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003251731,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Jeune fille aux deux colombes,,37,terre cuite/marbre,Marin - Joseph-Charles - sculpteur - 15 juin 1759 - 18 septembre 1834 - 15 juin 1759 - 18 septembre 1834 - Marin - Joseph Charles,de,,
251493,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0190/3250_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251493,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,1765,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251494,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0064/3252_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251494,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,1765,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
250802,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0202/elem_0186/3457_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250802,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1755 - 1756,"3,3",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
250832,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0202/elem_0249/5032_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250832,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Pot à sucre ""Calabre""",1756 - 1757,5,porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251059,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0087/5108_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251059,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,1770,6,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,8,
251409,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0246/2683_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251409,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Salière « double »,1766,"3,7",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"6,8",
251412,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0250/3305_Villa_2_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251412,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Saladier,1768,"8,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251419,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0215/elem_0013/5339_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251419,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à jus »,1769,"7,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
229499,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0055/FR75_0060_MUS_229499_0211_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003229499,Fondation des artistes,Paire de grandes gourdes en cristal,19e siècle,"0,60",cristal/cuivre,Piffetti - Pietro - ébéniste - 1701 - 1777 - 1701 - 1777,attribué à,"0,32",
251732,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0128/2203villa_low.JPG,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003251732,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Scène de cinq baigneuses d'après le Triomphe de Galatée de Claude Michel Clodion,,17,terre cuite,Anonyme,de,44,
251851,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0005/folder_0014/elem_0202/69-70villa_4_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251851,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Paire de Fauteuils,18e siècle,104,bois,Delaunay - Jean-Baptiste - menuisier - Avril 1778 - Avril 1778,de,72,sculpture/doré
251853,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0241/elem_0077/462villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251853,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Marquise,4e quart du 18e siècle,104,bois/tissu,Anonyme,de,59,sculpture/doré
251887,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0241/elem_0108/1177villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251887,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Chaise à porteur,18e siècle,168,bois/métal/toile,Anonyme,de,90,peinture
251890,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0241/elem_0114/1243villa_9_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251890,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Banquette néoclassique,18e siècle - 19e siècle,40,bois/tissu,Anonyme,de,147,sculpture/doré
251497,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0070/3271_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251497,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,1765,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251498,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0072/3272_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251498,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à potage »,1765,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
229289,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0207/FR75_0060_MUS_229289_0109_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229289,Fondation des artistes,Assiette en porcelaine de Chine à revers carmin,2e quart du 18e siècle - 4e quart du 18e siècle,,porcelaine,,,,
229324,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0214/FR75_0060_MUS_229324_0116_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229324,Fondation des artistes,Assiette en porcelaine de Chine,18e siècle,,porcelaine,,,,
254557,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0220/elem_0212/3294_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003254557,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,1763,"6,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
229770,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0084/FR75_0060_MUS_229770_0226_low.jpg,verrière,https://agorha.inha.fr/inhaprod/ark:/54721/003229770,Fondation des artistes,Deux personnages en train de fabriquer des tonneaux,,"0,055",vitrail,Anonyme - peintre-verrier - 17e siècle,de,"0,11",
250748,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0202/elem_0102/4846_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250748,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Vase ""hollandais""",1756 - 1757,"4,5",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,"13,5",
254328,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0005/folder_0246/elem_0216/FR75_0060_MUS_254328_0385_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003254328,Fondation des artistes,Vase,19e siècle,"0,13",bronze,,,,
251652,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0073/5360_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251652,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à pommade »,1764,"8,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,10,
251735,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0134/2205Leben_low.JPG,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003251735,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Baigneuses avec des amours,,19,terre cuite,Anonyme,de,28,
251507,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0088/3212_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251507,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à feuilles-de-choux »,1766,4,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251526,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0126/3216_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251526,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Une assiette « à feuilles-de-choux », datée de 1767 et décorée par François Le Vavasseur",1767,"2,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251222,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0169/1292_1293_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251222,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1786,3,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251556,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0182/4959_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251556,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Compotier « ovale » décoré par Jean-baptiste Tandart l'aîné,1766,"4,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"19,8",
251573,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0212/4956_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251573,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Compotier « coquille »,1767,17,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"18,3",
251589,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0238/4868_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251589,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à pommade,1752 - 1753,"5,1",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251661,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0087/4987_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251661,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à pommade »,1768,"10,1",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251061,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0012/5099_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251061,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Gobelet « litron »,1770,"5,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"7,9",
251069,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0002/3577_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251069,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1770,3,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251272,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0026/3343_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251272,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,1752 - 1754,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251274,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0028/3360_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251274,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,1752 - 1754,"3,6",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251277,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0034/3347_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251277,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,1752 - 1754,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251295,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0070/4997_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251295,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « contournée »,1754,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251737,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0138/1584villa_2_low.JPG,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003251737,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Baigneuse,,42,terre cuite,Falconet - Étienne-Maurice - sculpteur/dessinateur - 1er décembre 1716 - 24 janvier 1791 - 1er décembre 1716 - 24 janvier 1791 - 18e siècle - Falconnet - Étienne-Maurice,attribué à,15,
251740,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0143/1191villa_low.JPG,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003251740,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Enseigne « Luquet horloger »,,132,bois,Anonyme,de,64,peinture/doré/sculpture
251590,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0221/elem_0240/4891_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251590,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Bourdalou « ovale »,1753,"11,8",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,11,
251619,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0015/5006_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251619,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse « à toilette »,1757 - 1758,"4,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251237,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0191/5239_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251237,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1790,"2,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
250925,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0203/elem_0130/4766_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250925,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à lait « à trois pieds »,1760,"10,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"7,5",
250944,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0204/elem_0031/4736-4737_Villa_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250944,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe,1763,"2,3",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251264,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0010/3379_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251264,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « moulée unie »,1752 - 1753,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251280,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0044/3346_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251280,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,1752 - 1754,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251289,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0062/3359_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251289,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Assiette « à ozier »,1752 - 1754,"3,4",porcelaine tendre,Manufacture royale de porcelaine de Vincennes,de,,
251669,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0101/5078_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251669,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à l’eau tourné »,1770,20,porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"10,5",
251775,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0193/1238villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251775,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Commode peinte à deux tiroirs,18e siècle,86,bois,Anonyme,de,131,
251888,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0241/elem_0111/1579villa_3_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251888,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Banquette d’époque Louis XVI,18e siècle,46,bois/hêtre,Anonyme,de,125,
251865,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0241/elem_0093/2039villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251865,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Marquise,18e siècle,94,bois/tissu,Anonyme,de,92,peinture
251421,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0215/elem_0017/5340_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251421,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à jus »,1772,"7,5",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251108,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0023/1303_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251108,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre « Bouret,1771,"9,8",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"7,2",
251116,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0035/3581_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251116,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à lait « à trois pieds »,1771,"10,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,"5,8",
251125,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0213/elem_0048/5240_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251125,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Soucoupe de gobelet « litron »,1772,"2,4",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
251896,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0005/folder_0015/elem_0010/1874a1876villa_2_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251896,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Trois tabourets carrés,,50,bois/velours/hêtre,Anonyme,de,46,peinture
251897,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0241/elem_0125/2850villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251897,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tabouret de pied,18e siècle,20,bois/tissu,Anonyme,de,37,sculpture/doré
251900,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0241/elem_0138/2919villa_low.JPG,meuble domestique,https://agorha.inha.fr/inhaprod/ark:/54721/003251900,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Écran ovale,,80,,Anonyme,de,55,
251622,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0222/elem_0021/5003_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003251622,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot « à pommade »,1757 - 1758,"6,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
