"id_objet","classement_objet","nom_objet","description","texte_creation","texte_decouverte","texte_ventes","texte_conservation","description_en","texte_creation_en","texte_decouverte_en","texte_ventes_en","texte_conservation_en","auteur_objet","type_objet","categorie_picto","type_vase","matiere_filtre","dim_cm","echelle_cm","lieu_creation_nom","lieu_creation_pays","lieu_creation_lat","lieu_creation_long","lieu_creation_type","date_creation_string","date_creation_debut","date_creation_fin","lieu_decouverte_nom","lieu_decouverte_lat","lieu_decouverte_long","lieu_decouverte_type","lieu_decouverte_pays","lieu_decouverte_certitude","date_decouverte_string","date_decouverte_debut","date_decouverte_fin","conservation_nom","conservation_date_entree","conservation_ville","conservation_id","conservation_pays","lieu_conservation_lat","lieu_conservation_long","conservation_type","URL_objet_AGORHA","image_exists"
"262265","2","Cratère à volutes à figures rouges",,,,,,,,,,,,"vase","vase","Cratère","terre cuite","31 cm (hauteur)","31","Attique","Grèce","38.0519988333","23.8189911","région","3e quart du 5e siècle avant J.C.","-450","-425","Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"British Museum",,"Londres",,"Royaume-Uni","51.519574","-0.127000","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262265","1"
"262266","2","Alabastre à fond blanc",,,,,,,,,,,,"vase","vase","Alabastre","terre cuite","17 cm (hauteur)","17",,,,,,,,,"Attique","38.0519988333","23.8189911","région","Grèce","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262266","0"
"262268","2","Coupe à figures rouges",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","? x 32  x 15 cm ","32",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262268","0"
"262269","2","Olpè corinthienne à figures noires du peintre de l'anodos",,,,,,,,,,,,"vase","vase","Olpè","terre cuite","41 cm (hauteur)","41","Corinthe","Grèce","37.8999471665","22.8986794852","ville","L'an 600 avant J.C.","-600","-600",,,,,,"incertain",,,,"Musée du Louvre",,"Paris",,"France","48.860639","2.337655","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262269","1"
"258391","2","Amphore à col (amphore tyrrhénienne ?) attique à figures noires : comos encadré de deux sphinx.",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","40 cm (hauteur)","40","Attique","Grèce","38.0519988333","23.8189911","région",,,,"Grande Grèce","39.5232397778","16.71231","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003258391","0"
"262270","2","Coupe à figures rouges - éphèbe nu à demi couché",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","? x 20  x 7 cm ","20",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262270","0"
"262271","2","Cratère en clioche",,,,,,,,,,,,"vase","vase","Cratère","terre cuite","34 cm (hauteur)","34",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262271","0"
"262272","2","Skyphos à figures rouges",,,,,,,,,,,,"vase","vase","Skyphos","terre cuite","15 cm (hauteur)","15",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262272","0"
"262273","2","Askos à figures rouges",,,,,,,,,,,,"vase","vase","Askos","terre cuite","24 cm (hauteur)","24",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Manchester Art Gallery",,"Manchester",,"Royaume-Uni","53.47888","-2.241358","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262273","0"
"262274","2","Coupe à figures rouges",,,,,,,,,,,,"vase","vase","Coupe","terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262274","0"
"262275","2","Coupe à figures rouges",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","22 cm (largeur)","22",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Musée du Petit Palais",,"Paris",,"France","48.866062","2.314611","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262275","0"
"262276","2","Péliké à figures rouges",,,,,,,,,,,,"vase","vase","Péliké","terre cuite","24 cm (hauteur)","24",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262276","0"
"262277","2","Amphore à figures noires",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","41 cm (hauteur)","41",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262277","0"
"262278","2","Amphore à figures rouges",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","26 cm (hauteur)","26",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262278","0"
"262279","2","Chous à figures rouges",,,,,,,,,,,,"vase","vase","Chous","terre cuite","18 cm (hauteur)","18",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Manchester Art Gallery",,"Manchester",,"Royaume-Uni","53.47888","-2.241358","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262279","0"
"262280","2","Chous à figures rouges",,,,,,,,,,,,"vase","vase","Chous","terre cuite","28 cm (hauteur)","28",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262280","0"
"262281","2","Olpè à figures rouges",,,,,,,,,,,,"vase","vase","Olpè","terre cuite","30 cm (hauteur)","30",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262281","0"
"262282","2","Lécythe à figures rouges",,,,,,,,,,,,"vase","vase","Lécythe","terre cuite","9 cm (hauteur)","9",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262282","0"
"262283","2","Olpè (?) à figures rouges",,,,,,,,,,,,"vase","vase","Olpè","terre cuite","9 cm (hauteur)","9",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262283","0"
"262284","2","Petit support à figures noires",,,,,,,,,,,,"vase","vase",,"terre cuite","? x 6  x 4 cm ","6",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262284","0"
"262285","2","Aryballe (?) à figures rouges",,,,,,,,,,,,"vase","vase","Aryballe","terre cuite","13 cm (hauteur)","13",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262285","0"
"262286","2","Amphore à figures rouges",,,,,,,,,,,,"vase","vase","Amphore","terre cuite","20 cm (hauteur)","20",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262286","0"
"262287","2","Lécythe à figures rouges",,,,,,,,,,,,"vase","vase","Lécythe","terre cuite","10 cm (hauteur)","10","Attique","Grèce","38.0519988333","23.8189911","région","L'an 500 avant J.C.","-500","-450","Attique","38.0519988333","23.8189911","région","Grèce","incertain",,,,"British Museum",,"Londres",,"Royaume-Uni","51.519574","-0.127000","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262287","0"
"262538","2","Olpè ou oenochoé à figures rouges",,,,,,,,,,,,"vase","vase","Olpè","terre cuite",,,,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262538","0"
"262288","2","Skyphos à figures rouges",,,,,,,,,,,,"vase","vase","Skyphos","terre cuite","17 cm (hauteur)","17",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262288","0"
"262289","2","Lécythe à figures rouges",,,,,,,,,,,,"vase","vase","Lécythe","terre cuite","9 cm (hauteur)","9",,,,,,,,,"Attique","38.0519988333","23.8189911","région","Grèce","incertain",,,,"Manchester Art Gallery",,"Manchester",,"Royaume-Uni","53.47888","-2.241358","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262289","0"
"262290","2","Chous à figures rouges",,,,,,,,,,,,"vase","vase","Chous","terre cuite","7 cm (hauteur)","7","Attique","Grèce","38.0519988333","23.8189911","région","L'an 450 avant J.C.","-450","-450","Attique","38.0519988333","23.8189911","région","Grèce","incertain",,,,"Antikensammlung",,"Berlin",,"Allemagne","52.519597","13.399016","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262290","0"
"262291","2","Chous à figures rouges",,,,,,,,,,,,"vase","vase","Chous","terre cuite","7 cm (hauteur)","7",,,,,,,,,"Attique","38.0519988333","23.8189911","région","Grèce","incertain",,,,"Manchester Art Gallery",,"Manchester",,"Royaume-Uni","53.47888","-2.241358","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262291","0"
"262292","2","Chous à figures rouges",,,,,,,,,,,,"vase","vase","Chous","terre cuite","9 cm (hauteur)","9","Attique","Grèce","38.0519988333","23.8189911","région","L'an 450 avant J.C.","-450","-450","Attique","38.0519988333","23.8189911","région","Grèce","incertain",,,,"Antikensammlung",,"Berlin",,"Allemagne","52.519597","13.399016","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262292","0"
"262293","2","Lécythe à figures rouges",,,,,,,,,,,,"vase","vase","Lécythe","terre cuite","8 cm (hauteur)","8","Attique","Grèce","38.0519988333","23.8189911","région","L'an 450 avant J.C.","-450","-450","Attique","38.0519988333","23.8189911","région","Grèce","incertain",,,,"Antikensammlung",,"Berlin",,"Allemagne","52.519597","13.399016","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262293","0"
"262294","2","Vase plastique en forme de personnage africain",,,,,,,,,,,,"vase plastique","vase","Vase","terre cuite","9 cm (hauteur)","9",,,,,,,,,"Attique","38.0519988333","23.8189911","région","Grèce","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262294","0"
"262295","2","Vase plastique à double visage - femme et éthiopien",,,,,,,,,,,,"vase plastique","vase","Vase","terre cuite","16 cm (hauteur)","16",,,,,,,,,,,,,,"incertain",,,,"Musées royaux d'Art et d'Histoire",,"Bruxelles",,"Belgique","50.839402","4.392404","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262295","0"
"262296","2","Vase plastique en forme de tête de femme couronnée de lierre",,,,,,,,,,,,"vase plastique","vase","Vase","terre cuite","20 cm (hauteur)","20",,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262296","0"
"262297","2","Vase plastique en forme de tête de femme couronnée de myrte",,,,,,,,,,,,"vase plastique","vase","Vase","terre cuite","18 cm (hauteur)","18",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262297","0"
"262298","2","Vase plastique en forme de tête de femme couronnée",,,,,,,,,,,,"vase plastique","vase","Vase","terre cuite","13 cm (hauteur)","13",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262298","0"
"262299","2","Vase plastique en forme de tête de femme couronnée de lierre",,,,,,,,,,,,"vase plastique","vase","Vase","terre cuite","16 cm (hauteur)","16",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262299","0"
"262539","2","Vase plastique en forme de tête de femme, Le col en modius",,,,,,,,,,,,"vase plastique","vase","Vase","terre cuite","14 cm (hauteur)","14",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"British Museum",,"Londres",,"Royaume-Uni","51.519574","-0.127000","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262539","0"
"262300","2","Vase plastique en forme de tête de silène",,,,,,,,,,,,"vase plastique","vase","Vase","terre cuite","020 cm (hauteur)","20",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262300","0"
"262301","2","Vase plastique en forme de tête d'Heraklès jeune",,,,,,,,,,,,"vase plastique","vase","Vase","terre cuite","16.5 cm (hauteur)","16,5",,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262301","0"
"262302","2","Coupe sur pied à figures rouges",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","? x 21  x 12 cm ","21",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262302","0"
"262303","2","Lébès gamikos à figures rouges",,,,,,,,,,,,"vase","vase","Lébès","terre cuite","17 cm (hauteur)","17",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262303","0"
"262304","2","Lébès gamikos à figures rouges",,,,,,,,,,,,"vase","vase","Lébès","terre cuite","10 cm (hauteur)","10",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Musée national",,"Varsovie",,"Pologne","52.231816","21.02475","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262304","0"
"262305","2","Lécythe à figures rouges",,,,,,,,,,,,"vase","vase","Lécythe","terre cuite","12.5 cm (hauteur)","12,5",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262305","0"
"262306","2","Rhyton à figures rouges",,,,,,,,,,,,"vase","vase","Rhyton","terre cuite","18 cm (hauteur)","18",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Musée national",,"Varsovie",,"Pologne","52.231816","21.02475","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262306","0"
"262307","2","Aryballe à figures rouges",,,,,,,,,,,,"vase","vase","Aryballe","terre cuite","10 cm (hauteur)","10",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262307","0"
"262308","2","Oenochoé à figures rouges",,,,,,,,,,,,"vase","vase","Oenochoé","terre cuite","21 cm (hauteur)","21",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262308","0"
"262309","2","Chous à figures rouges",,,,,,,,,,,,"vase","vase","Chous","terre cuite","13 cm (hauteur)","13",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Musée national",,"Varsovie",,"Pologne","52.231816","21.02475","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262309","0"
"262310","2","Skyphos à figures rouges",,,,,,,,,,,,"vase","vase","Skyphos","terre cuite","10 cm (hauteur)","10",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262310","0"
"262311","2","Coupe à figures rouges",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","? x 22  x 9 cm ","22",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262311","0"
"258390","2","Kélébé à figures noires : deux hommes poursuivant deux femmes.",,,,,,,,,,,,"vase","vase","Kélébé","terre cuite","41 cm (hauteur)","41",,,,,,,,,"Agrigente","37.312611","13.577763","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003258390","0"
"262312","2","Coupe à figures rouges",,,,,,,,,,,"Manière du peintre de Douris","vase","vase","Coupe","terre cuite","? x 19  x 8 cm ","19","Attique","Grèce","38.0519988333","23.8189911","région","L'an 500 avant J.C.","-500","-450","Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262312","0"
"141239","2","Coupe à figures noires avec scènes érotiques",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","? x 15  x 9 cm ","15","Attique","Grèce","38.0519988333","23.8189911","région","L'an 540 avant J.C.","-540","-520","Nola","40.926823","14.524545","ville","Italie","incertain",,,,"British Museum",,"Londres",,"Royaume-Uni","51.519574","-0.127000","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003141239","1"
"254626","2","Plat à figures rouges : éphèbe et femme",,,,,,,,,,,,"vase","vase","Plat","terre cuite","18 cm (hauteur)","18",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003254626","0"
"262315","2","Forme de petit support - scène érotique.",,,,,,,,,,,,"vase","vase",,"terre cuite","7 cm (largeur)","7","Attique","Grèce","38.0519988333","23.8189911","région","L'an 520 avant J.C.","-520","-500","Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"British Museum",,"Londres",,"Royaume-Uni","51.519574","-0.127000","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262315","1"
"258404","2","Coupe attique à figures rouges : éraste et éromène.",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","? x 21  x 7.5 cm ","21","Attique","Grèce","38.0519988333","23.8189911","région",,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Ashmolean Museum",,"Oxford",,"Royaume-Uni","51.755511","-1.259117","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003258404","0"
"262316","2","Askos à figures rouges",,,,,,,,,,,,"vase","vase","Askos","terre cuite",,,,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262316","0"
"262317","2","Coupe à figures noires",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","12 cm (hauteur)","12",,,,,,,,,"Vulci","42.4192224","11.6286618333","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262317","0"
"262318","2","Olpè (?) corinthienne à figures noires - sirène aux ailes déployées",,,,,,,,,,,,"vase","vase","Olpè","terre cuite","14 cm (hauteur)","14",,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262318","0"
"262319","2","Askos à figures rouges",,,,,,,,,,,,"vase","vase","Askos","terre cuite",,,,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Manchester Art Gallery",,"Manchester",,"Royaume-Uni","53.47888","-2.241358","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262319","0"
"262320","2","Guttus à goulot plastique",,,,,,,,,,,,"vase","vase","Guttus","terre cuite",,,,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Musée national",,"Varsovie",,"Pologne","52.231816","21.02475","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262320","0"
"262321","2","Askos à figures rouges",,,,,,,,,,,,"vase","vase","Askos","terre cuite",,,,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262321","0"
"262322","2","Aryballe (?) à figures noires",,,,,,,,,,,,"vase","vase","Aryballe","terre cuite",,,"Corinthe","Grèce","37.8999471665","22.8986794852","ville","7e siècle avant J.C.","-700","-600",,,,,,"incertain",,,,"Musées royaux d'Art et d'Histoire",,"Bruxelles",,"Belgique","50.839402","4.392404","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262322","0"
"262323","2","Kothon à figures noires",,,,,,,,,,,,"vase","vase","Kothon","terre cuite","19 cm (hauteur)","19","Corinthe","Grèce","37.8999471665","22.8986794852","ville","L'an 575 avant J.C.","-575","-575",,,,,,"incertain",,,,"Musée national",,"Varsovie",,"Pologne","52.231816","21.02475","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262323","0"
"262324","2","Aryballe protocorinthien",,,,,,,,,,,,"vase","vase","Aryballe","terre cuite","6.5 cm (hauteur)","6,5","Corinthe","Grèce","37.8999471665","22.8986794852","ville","7e siècle avant J.C.","-700","-600",,,,,,"incertain",,,,"Antikenmuseum",,"Bâle",,"Suisse","47.554571","7.593203","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262324","0"
"262325","2","Aryballe à figures noires",,,,,,,,,,,,"vase","vase","Aryballe","terre cuite","6 cm (hauteur)","6",,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262325","0"
"262326","2","Olpè ou alabastre corinthien",,,,,,,,,,,,"vase","vase","Olpè","terre cuite","15 cm (hauteur)","15",,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262326","0"
"262327","2","Oenochoé corinthienne à figures noires",,,,,,,,,,,,"vase","vase","Oenochoé","terre cuite","19 cm (hauteur)","19","Corinthe","Grèce","37.8999471665","22.8986794852","ville","Vers à la 1ère moitié du 6e siècle avant J.C.","-500","-550",,,,,,"incertain",,,,"Antikenmuseum",,"Bâle",,"Suisse","47.554571","7.593203","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262327","0"
"262328","2","Pyxis corinthienne",,,,,,,,,,,,"vase","vase","Pyxis","terre cuite","17 cm (hauteur)","17","Corinthe","Grèce","37.8999471665","22.8986794852","ville","Vers à la 1ère moitié du 6e siècle avant J.C.","-500","-550",,,,,,"incertain",,,,"Antikenmuseum",,"Bâle",,"Suisse","47.554571","7.593203","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262328","0"
"262329","2","Askos à figures rouges",,,,,,,,,,,,"vase","vase","Askos","terre cuite",,,,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262329","0"
"262330","2","Askos à figures rouges",,,,,,,,,,,,"vase","vase","Askos","terre cuite",,,,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Musée national",,"Varsovie",,"Pologne","52.231816","21.02475","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262330","0"
"262331","2","Forme de calice élevé sur un piédouche et garni de deux petites oreillettes (ancien titre)",,,,,,,,,,,,"vase","vase",,"terre cuite","30 cm (hauteur)","30",,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262331","0"
"262332","2","Coupe à figures noires",,,,,,,,,,,,"vase","vase","Coupe","terre cuite","? x 21  x 15 cm ","21",,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262332","0"
"262333","2","Askos à figures rouges",,,,,,,,,,,,"vase","vase","Askos","terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262333","0"
"262334","2","Askos plastique en forme de pince de crabe",,,,,,,,,,,,"vase","vase","Askos","terre cuite","15 cm (largeur)","15","Attique","Grèce","38.0519988333","23.8189911","région","L'an 470 avant J.C.","-470","-450","Nola","40.926823","14.524545","ville","Italie","incertain",,,,"British Museum",,"Londres",,"Royaume-Uni","51.519574","-0.127000","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262334","1"
"262335","2","Aryballe protocorinthien du Louvre E415",,,,,,,,,,,,"vase","vase","Aryballe","terre cuite","10 cm (hauteur)","10","Corinthe","Grèce","37.8999471665","22.8986794852","ville","7e siècle avant J.C.","-700","-600",,,,,,"incertain",,,,"Musée du Louvre",,"Paris",,"France","48.860639","2.337655","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262335","1"
"262336","2","Lécythe à figures rouges",,,,,,,,,,,,"vase","vase","Lécythe","terre cuite","8 cm (hauteur)","8",,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262336","0"
"262337","2","Aryballe annulaire protocorinthien",,,,,,,,,,,,"vase","vase","Aryballe","terre cuite","6.5 cm (hauteur)","6,5",,,,,,,,,,,,,,"incertain",,,,"Antikenmuseum",,"Bâle",,"Suisse","47.554571","7.593203","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262337","0"
"262338","2","Petit couvercle à figures rouges - lièvre",,,,,,,,,,,,"vase","vase",,"terre cuite","5 cm (largeur)","5",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262338","0"
"262339","2","Olpè ou alabastre corinthien",,,,,,,,,,,,"vase","vase","Olpè","terre cuite","26 cm (hauteur)","26","Corinthe","Grèce","37.8999471665","22.8986794852","ville","L'an 700 avant J.C.","-700","-700",,,,,,"incertain",,,,"Musée national",,"Varsovie",,"Pologne","52.231816","21.02475","batiment","https://agorha.inha.fr/inhaprod/ark:/54721/003262339","0"
"262340","2","Olpè ou alabastre corinthien à figures noires",,,,,,,,,,,,"vase","vase","Olpè","terre cuite","15 cm (hauteur)","15",,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262340","0"
"262342","2","Chous (?) à figures blanches",,,,,,,,,,,,"vase","vase","Chous","terre cuite","12 cm (hauteur)","12",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262342","0"
"262343","2","Lécythe aryballisque à figures rouges",,,,,,,,,,,,"vase","vase","Lécythe","terre cuite","18 cm (hauteur)","18",,,,,,,,,"Basilicate","40.478497","16.127751","région","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262343","0"
"262344","2","Petit vase (forme indéterminée) à figures rouges",,,,,,,,,,,,"vase","vase","Vase","terre cuite","8 cm (hauteur)","8",,,,,,,,,"Nola","40.926823","14.524545","ville","Italie","incertain",,,,"Localisation inconnue",,,,,,,,"https://agorha.inha.fr/inhaprod/ark:/54721/003262344","0"
